scode	school	cscode	center	center_address	allocation	distance_km
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	200	0.9030644325804759
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27282	KATHMANDU UNIFIED SECONDARY SCHOOL	CHABAHIL	3	1.0737035562362032
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27188	RATNA RAJYA SECONDARY SCHOOL	BANESHWAR	200	0.5707946936673781
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27057	NOBEL ACADEMY SECONDARY SCHOOL	NAYA BANESHWAR	150	1.2991335398908332
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27240	SHARADA SECONDARY SCHOOL	GAUSHALA	50	0.9709247678520014
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27137	MADAN BHANDARI SMIRITI SECONDARY SCHOOL	NAYA BANESHWAR	163	1.205478262069754
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27412	ABHISHEK GYAN MANDIR SECONDARY SCHOOL	SINAMANGAL	200	1.3641359085768736
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27049	AMBITION ACADEMY	BANESHWAR	200	0.6962678627201533
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	22	1.9352055713281724
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27076	NASA INTERNATIONAL SECONDARY SCHOOL	GAIRIGAUN	100	0.8571630229517071
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27072	BANESHWAR CAMPUS	SHANTINAGAR	100	0.7818024566609421
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	100	0.7658816217739439
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	63	1.609195257799189
27244	मनोहर मा.वि. गोङ्गबु, महादेवटार	27219	TAKSHASHILA ACADEMY	SAMAKHUSHI	100	0.35821273019435707
27244	मनोहर मा.वि. गोङ्गबु, महादेवटार	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	37	0.47537505713307776
27492	छहारी शिक्षा सदन मा वि, गोकर्णेश्वर, काठमाडौ	27267	EASTPOLE SECONDARY SCHOOL	JORPATI	15	0.22610550044010935
27366	भेनस पब्लिक स्कुल जोरपाटी	27458	ARUNODAYA SECONDARY SCHOOL	GOKARNESHWAR ARUBARI	100	0.41796904612923946
27366	भेनस पब्लिक स्कुल जोरपाटी	27321	WITS ACADEMY	BHUWALDANDA	100	0.7586281081812614
27366	भेनस पब्लिक स्कुल जोरपाटी	27482	ATLANTIC BOARDING SECONDARY SCHOOL	JORPATI	23	1.1647600800011417
27243	शान्ति विद्या गृह मा.वि., लैनचौर	27086	MANMOHAN MEMORIAL COLLEGE	SORAKHUTTA	100	0.46056511964043395
27243	शान्ति विद्या गृह मा.वि., लैनचौर	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	91	0.5590807435281933
27518	सुप्रिम मा.वि, रानीबन	27219	TAKSHASHILA ACADEMY	SAMAKHUSHI	73	0.13897132562078607
27271	एञ्जल हार्ट मा.वि., तारकेश्वर, मनमैजु	27242	MAN SINGH DHARMA SECONDARY SCHOOL	MANAMAIJU	36	0.2587873153420959
27271	एञ्जल हार्ट मा.वि., तारकेश्वर, मनमैजु	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	90	0.9955976303364614
27087	व्रिटिस गोर्खा एकाडेमी मा.वि., महाराजगञ्ज	27045	SOUTH WESTERN ACADEMY SECONDARY SCHOOL	BASUNDHARA	100	0.7748824776864862
27087	व्रिटिस गोर्खा एकाडेमी मा.वि., महाराजगञ्ज	27393	SCHEMS PUBLIC SCHOOL	MAHARAJGUNJ	45	0.6001444937264551
27278	बाँसबारी मा.वि, महाराजगञ्ज	27010	CHIRAN MILAN BISHWASHANTI CAMPUS	BASBARI	91	0.24027338245249194
27265	मोरगन इन्टरनेशनल स्कूल, बसुन्धरा	27146	SARASWATI SECONDARY SCHOOL	TOKHA	100	1.1389619932450148
27265	मोरगन इन्टरनेशनल स्कूल, बसुन्धरा	27010	CHIRAN MILAN BISHWASHANTI CAMPUS	BASBARI	100	1.8603599883963402
27265	मोरगन इन्टरनेशनल स्कूल, बसुन्धरा	27393	SCHEMS PUBLIC SCHOOL	MAHARAJGUNJ	100	1.7735568923006921
27265	मोरगन इन्टरनेशनल स्कूल, बसुन्धरा	27207	HERALD SECONDARY SCHOOL	BASUNDHARA	93	1.6276125112879813
27099	एस मा.वि., वानेश्वर	27169	GUASHEWARI SECONDARY SCHOOL	SINAMANGAL	100	0.16943087495626516
27099	एस मा.वि., वानेश्वर	27072	BANESHWAR CAMPUS	SHANTINAGAR	100	0.7327362398946885
27099	एस मा.वि., वानेश्वर	27076	NASA INTERNATIONAL SECONDARY SCHOOL	GAIRIGAUN	37	0.8074216742990309
27076	नासा नेशनल मा.वि., तिनकुने, काठमाडौं	27072	BANESHWAR CAMPUS	SHANTINAGAR	100	0.29830030968768084
27076	नासा नेशनल मा.वि., तिनकुने, काठमाडौं	27169	GUASHEWARI SECONDARY SCHOOL	SINAMANGAL	100	0.9074339059084667
27076	नासा नेशनल मा.वि., तिनकुने, काठमाडौं	27127	CAPITAL SECONDARY SCHOOL	KOTESHWOR	100	1.701454212221269
27076	नासा नेशनल मा.वि., तिनकुने, काठमाडौं	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	10	0.5152242362506866
27201	गणेश मा.वि. गणेशचोक	27265	MORGAN INTERNATIONAL SCHOOL	BASUNDHARA	271	1.7693438995748358
27484	मंगलादेवी मा वि, गौशाला, काठमाडौं	27335	AKASHDEEP ENGLISH SECONDARY SCHOOL	JORPATI	18	1.8770623860061313
27487	ओख्रेनी मा.वि., गोकर्णेश्वर	27041	ADARSHA SECONDARY SCHOOL	BHADRABAS	41	1.9430877351916027
27184	प्रेसीयस नेशनल एकेडेमी मा.वि., वालाजु	27208	MANASALU PUBLIC SECONDARY SCHOOL	NAYABAZAR	69	0.3525034376562589
27456	एस्फोडेल पब्लिक स्कूल, कालिकास्थान, काठमाडौं	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	28	0.35218214374832635
27506	विष्णुदेवी शिक्षा सदन मा वि, सतुंगल	27432	PRABHAT SECONDARY SCHOOL	THANKOT	27	2.496004872335777
27198	कालिका शरण मा.वि. जहरसिंह पौवा	27214	EVER GREEN ENGLISG SECONDARY SCHOOL	SAKHU	19	5.233465992042727
27052	द न्यू समिट मा.वि., मैतीदेवी	27049	AMBITION ACADEMY	BANESHWAR	99	1.0894348040765343
27257	ग्लासियर इन्टरनेशनल मा.वि., शान्तिनगर	27072	BANESHWAR CAMPUS	SHANTINAGAR	100	0.48933713773315013
27257	ग्लासियर इन्टरनेशनल मा.वि., शान्तिनगर	27133	GLOBAL COLLEGE OF MANAGEMENT	BANESHWAR	100	1.4171006868570026
27257	ग्लासियर इन्टरनेशनल मा.वि., शान्तिनगर	27049	AMBITION ACADEMY	BANESHWAR	38	1.0439471069107165
27160	राष्ट्रिय मा.वि., इन्द्रायणी	27214	EVER GREEN ENGLISG SECONDARY SCHOOL	SAKHU	18	1.7379664617623896
27038	भानुभक्त मेमोरियल मा.वि., पानीपोखरी	27455	BELMONT INTERNATIONAL SECONDARY SCHOOL	SAMAKHUSHI	100	0.9443004096982138
27038	भानुभक्त मेमोरियल मा.वि., पानीपोखरी	27219	TAKSHASHILA ACADEMY	SAMAKHUSHI	8	1.0182247161304712
27224	कमल नेत्र छुनमुना मा.वि. भिमसेनगोला	27169	GUASHEWARI SECONDARY SCHOOL	SINAMANGAL	11	0.7666813059605173
27477	बलम्बु मा.वि, बलम्बु, काठमाडौं	27432	PRABHAT SECONDARY SCHOOL	THANKOT	40	1.9703173978437203
27229	नेपाल राष्ट्रिय निर्माण मा.वि. मूलपानी	27482	ATLANTIC BOARDING SECONDARY SCHOOL	JORPATI	83	1.9153326183004868
27303	बाल नमूना मा.वि, बालुवाटार	27279	MAHENDRA RASTRIYA SECONDARY SCHOOL	BALUWATAR	31	0.21958039072985294
27475	कान्तिभैरव गुरुकुल विद्यालय, गोकर्णेश्वर, उत्तरबाहिनी, काठमाडौं	27366	VENUS PUBLIC SCHOOL	JORPATI	13	1.9194382103873393
27064	हिमालय इङ्गलिस बोर्डिङ मा.वि., कोटेश्वर	27187	GRAMMER PUBLIC SECONDARY SCHOOL	KOTESHWOR	100	0.530266834636047
27064	हिमालय इङ्गलिस बोर्डिङ मा.वि., कोटेश्वर	27349	COSMIC INTERNATIONAL ACADEMY	KOTESHWOR	100	0.5785510877702814
27064	हिमालय इङ्गलिस बोर्डिङ मा.वि., कोटेश्वर	27017	BINAYAK SUDHA NIKETAN SECONDARY SCHOOL	BANESHWAR	88	0.7435498627008287
27321	वीट्स एकेडेमी, भुवालडाँडा	27267	EASTPOLE SECONDARY SCHOOL	JORPATI	100	0.6145687492940042
27321	वीट्स एकेडेमी, भुवालडाँडा	27205	CHAMUNDA SECONDARY SCHOOL	JORPATI	49	0.8794111098553726
27432	प्रभात मा वि, चन्द्रागिरी, महादेवस्थान, थानकोट	27067	LRI SECONDARY SCHOOL	KALANKISTHAN	100	4.753530718333644
27432	प्रभात मा वि, चन्द्रागिरी, महादेवस्थान, थानकोट	27197	JANA SEWA SECONDARY SCHOOL	KRITIPUR	7	5.456069127619233
27253	एभरेष्ट फ्लोरिडा मा.वि, शान्तीनगर,काठमाडौं	27049	AMBITION ACADEMY	BANESHWAR	100	0.07980794694146115
27253	एभरेष्ट फ्लोरिडा मा.वि, शान्तीनगर,काठमाडौं	27188	RATNA RAJYA SECONDARY SCHOOL	BANESHWAR	43	0.19914684229704163
27253	एभरेष्ट फ्लोरिडा मा.वि, शान्तीनगर,काठमाडौं	27017	BINAYAK SUDHA NIKETAN SECONDARY SCHOOL	BANESHWAR	12	1.1593984785074598
27253	एभरेष्ट फ्लोरिडा मा.वि, शान्तीनगर,काठमाडौं	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	4	1.1254024767538284
27335	आकाशदीप इङ्गलिस सेकेण्डरी स्कूल, गोकर्णेश्वर	27205	CHAMUNDA SECONDARY SCHOOL	JORPATI	100	0.5910815989916163
27335	आकाशदीप इङ्गलिस सेकेण्डरी स्कूल, गोकर्णेश्वर	27267	EASTPOLE SECONDARY SCHOOL	JORPATI	5	0.8337810614838039
27126	नलेज एण्ड विज्डम एकेडेमी मा.वि. वानेश्वर	27049	AMBITION ACADEMY	BANESHWAR	45	0.6115732974846803
27426	हिम रस्मी मा वि, तारकेश्वर, मनमैजु	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	56	1.613472784544334
27032	ज्ञानकुञ्ज आवासीय मा.वि., रविभवन	27043	JANAMAITRI MULTIPLE CAMPUS	KULESHWAR	56	0.24077152486601316
27178	कैलाशकुट बहुमुखी क्याम्पस, मित्रपार्क	27022	PASHUPATI MULTIPLE CAMPUS	SUKEDHARA	55	0.31367746907170907
27166	नव जीवन आ.मा.वि., सामाखुसी	27271	ANGELS HEART SECONDARY SCHOOL	TARAKESHWAR	1	0.4740654001933886
27169	गुहेश्वरी मा.वि., सिनामंगल	27412	ABHISHEK GYAN MANDIR SECONDARY SCHOOL	SINAMANGAL	100	0.8863764360331619
27169	गुहेश्वरी मा.वि., सिनामंगल	27118	TRITON INTERNATIONAL SECONDARY SCHOOL	SUBDHANAGAR TINKUNE	3	1.6559120577026718
27364	काठमाडौं नेशनल स्कुल पुरानोवानेश्र	27133	GLOBAL COLLEGE OF MANAGEMENT	BANESHWAR	57	0.11177647696011488
27364	काठमाडौं नेशनल स्कुल पुरानोवानेश्र	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	4	0.4549863950701867
27325	विद्या संस्कार मा.वि., न्यू वानेश्वर, काठमाडौं	27049	AMBITION ACADEMY	BANESHWAR	45	0.08211708231979495
27325	विद्या संस्कार मा.वि., न्यू वानेश्वर, काठमाडौं	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	23	1.1025103307316295
27210	गुहेश्वरी अंग्रेजी स्कूल मा.वि. बाँसवारी	27278	BASBARI SECONDARY SCHOOL	BASBARI	25	0.0700258465837599
27072	वानेश्वर क्याम्पस, वानेश्वर	27169	GUASHEWARI SECONDARY SCHOOL	SINAMANGAL	100	0.8741706161889237
27072	वानेश्वर क्याम्पस, वानेश्वर	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	100	0.5368212807658521
27072	वानेश्वर क्याम्पस, वानेश्वर	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	56	1.1030110931335926
27494	शिखरापुर मा वि फर्पिङ	27203	TAUDHA RASTRIYA SECONDARY SCHOOL	TAUDHA	47	4.322643417032542
27128	सिफल मा.वि., सिफल	27291	SAIPAL ACADEMY SECONDARY SCHOOL	SUKEDHARA	87	1.3101462745043282
27033	भाग्योदय मा.वि., साखु	27214	EVER GREEN ENGLISG SECONDARY SCHOOL	SAKHU	75	0.2687891805856242
27074	पासाङ्ग ल्हामु सेर्पा मेमोरियल मा.वि., गोङ्गबु	27060	LINCOLN SECONDARY SCHOOL	GONGABU	100	0.22591606437093922
27074	पासाङ्ग ल्हामु सेर्पा मेमोरियल मा.वि., गोङ्गबु	27455	BELMONT INTERNATIONAL SECONDARY SCHOOL	SAMAKHUSHI	96	0.36901622456967786
27286	द चाँद बाघ मा.वि, जलढुंगा	27278	BASBARI SECONDARY SCHOOL	BASBARI	14	0.4680248230718943
27316	सेक्रेड हार्ट आवासीय मा.विद्यालय, गोलढुंगा	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	11	0.9196117562477569
27322	रिड मोडल मा.वि., इचङ्गु	27165	RAINBOW INTERNATIONAL BOARDING SCHOOL	DALLU CHAUNI	100	0.30423162948933496
27322	रिड मोडल मा.वि., इचङ्गु	27251	KAMANA INTERNATIONAL SECONDARY SCHOOL	DHUNGADHARA	58	0.38940797205442323
27245	बाल उद्वार मा.वि., कपन	27345	JUGAL ENGLISH MEDIUM SCHOOL	KAPAN	100	0.1790207970801656
27245	बाल उद्वार मा.वि., कपन	27344	JOSEPH ENGLISH SCHOOL	BOUDHA MAHANKAL	100	0.5000333462831335
27245	बाल उद्वार मा.वि., कपन	27282	KATHMANDU UNIFIED SECONDARY SCHOOL	CHABAHIL	11	0.7280885023118222
27245	बाल उद्वार मा.वि., कपन	27025	BAGMATI BOARDING SECONDARY SCHOOL	SUKEDHARA	9	0.9719435920264357
27446	जेसिज ई. बोर्डिङ मा.वि., सतुंङगल, चन्द्रागिरी	27067	LRI SECONDARY SCHOOL	KALANKISTHAN	28	2.3933233865922054
27267	इष्टपोल मा.वि., जोरपाटी	27205	CHAMUNDA SECONDARY SCHOOL	JORPATI	65	0.2649207385978812
27167	भ्याली पव्लिक मा.वि., गल्फुटार	27010	CHIRAN MILAN BISHWASHANTI CAMPUS	BASBARI	41	1.0156619557360824
27235	रोयल्टी.मा.वि., गोकर्णेश्वर	27247	MAHENDRA BOUDHA SECONDARY SCHOOL	CHABAHIL	100	0.3505037919162039
27235	रोयल्टी.मा.वि., गोकर्णेश्वर	27391	EKTA JEMS ENGLISH ACADEMY	JORPATI	8	0.8615587878618756
27297	भगवती मा.वि,पुखुलाड्छी,इपाटोल, साँखु	27214	EVER GREEN ENGLISG SECONDARY SCHOOL	SAKHU	137	0.3834442372659219
27168	गीताञ्जली ई. मा.वि., सोह्रखुट्टे	27134	PRIME INTERNATIONAL SECONDARY SCHOOL	NAYABAZAR	100	0.13162394237197966
27168	गीताञ्जली ई. मा.वि., सोह्रखुट्टे	27208	MANASALU PUBLIC SECONDARY SCHOOL	NAYABAZAR	10	0.47968980614549
27134	प्राइम इन्टरनेसनल मा.वि., खुसिवु, नयाँवजार	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	87	0.5649988760147917
27248	हिमालयन एकेडेमी मा.वि., कपूरधारा	27115	NABODIT BIDHYAKUNJA SECONDARY SCHOOL	MAHAIPI SORAKHUTTA	19	0.22267060657946158
27174	पद्मोदय मा.वि., रामशाहपथ	27136	EVEREST CAMPUS	THAPATHALI	100	1.0658085817256382
27174	पद्मोदय मा.वि., रामशाहपथ	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	100	1.8547135779677522
27174	पद्मोदय मा.वि., रामशाहपथ	27021	ANAPURNA SECONDARY SCHOOL	JYATHA	12	1.2178323923500385
27174	पद्मोदय मा.वि., रामशाहपथ	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	48	1.984438701921461
27370	विनायक शान्ति निकेतन मा.वि, थापाथली, बबरमहल, काठमाडौं	27011	VISHWO NIKETAN SECONDARY SCHOOL	TRIPURESHWAR	12	1.3597007135123478
27447	श्री जनपथ मा.वि. कलंकी	27043	JANAMAITRI MULTIPLE CAMPUS	KULESHWAR	55	1.2121343931128825
27275	त्रिभुवन आदर्श मावि फर्पिङ	27203	TAUDHA RASTRIYA SECONDARY SCHOOL	TAUDHA	17	4.617700621767349
27525	नङ्युर मेमोरियल मा.वि, थानकोट	27432	PRABHAT SECONDARY SCHOOL	THANKOT	19	1.2529857556760002
27408	समृद्घि स्कुल, बालाजु	27028	SIDDHARTHA BANASTHALI SCIENCE CAMPUS	BANASTHALI	100	0.19923344381482355
27408	समृद्घि स्कुल, बालाजु	27134	PRIME INTERNATIONAL SECONDARY SCHOOL	NAYABAZAR	100	0.48531649384036685
27408	समृद्घि स्कुल, बालाजु	27433	MAHASHREE SECONDARY SCHOOL	SAMAKHUSHI	100	1.4199011711030602
27408	समृद्घि स्कुल, बालाजु	27018	WHITE FIELD SECONDARY SCHOOL	KHUSIBU	36	0.8894539158544664
27457	द सेलेब्रेसन को एड कागेश्वरी मनोहरा, काठमाडौं	27283	TEJ BINAYAK SECONDARY SCHOOL	GOTHATAR	40	0.20292784924425616
27013	वृहस्पती विद्या सदन मा.वि., कमलपोखरी	27449	NANDI SECONDARY SCHOOL	NAXAL	100	0.6194463715532023
27013	वृहस्पती विद्या सदन मा.वि., कमलपोखरी	27291	SAIPAL ACADEMY SECONDARY SCHOOL	SUKEDHARA	100	1.2398906059992214
27013	वृहस्पती विद्या सदन मा.वि., कमलपोखरी	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	12	1.8150395757604005
27212	कामना आ.मा.वि. गोंगबु, गणेशस्थान	27271	ANGELS HEART SECONDARY SCHOOL	TARAKESHWAR	1	0.36260538944637594
27516	रत्नराज्य मा.वि., रामकोट	27311	SITAPAILA SECONDARY SCHOOL	SITAPAILA	22	3.059053022558816
27461	विद्या विकास इङ्गलिस स्कुल, कागेश्वरी मनोहरा, काठमाडौं	27283	TEJ BINAYAK SECONDARY SCHOOL	GOTHATAR	26	0.6152412107967009
27015	अरुणोदय मा वि फर्पिङ	27203	TAUDHA RASTRIYA SECONDARY SCHOOL	TAUDHA	105	3.648612374517641
27103	अमरआदर्श आवासीय मा.वि., वानेश्वर	27412	ABHISHEK GYAN MANDIR SECONDARY SCHOOL	SINAMANGAL	40	0.9498417783488814
27452	विनसम इङिलस बोर्डिङ मा.वि.	27482	ATLANTIC BOARDING SECONDARY SCHOOL	JORPATI	42	0.31081457374393606
27429	विद्यामन्दिर मा वि, चन्द्रागिरी, नैकाप	27067	LRI SECONDARY SCHOOL	KALANKISTHAN	23	1.334970163011159
27291	साइपल एकेडेमी मा.वि, सुकेधारा	27279	MAHENDRA RASTRIYA SECONDARY SCHOOL	BALUWATAR	100	0.7760125184615122
27291	साइपल एकेडेमी मा.वि, सुकेधारा	27025	BAGMATI BOARDING SECONDARY SCHOOL	SUKEDHARA	100	0.9059553830435637
27291	साइपल एकेडेमी मा.वि, सुकेधारा	27299	THE INSIGHT VISION SECONDARY SCHOOL	DHUMBARAHI	2	0.5023412115871754
27146	सरस्वती मा.वि., टोखा	27271	ANGELS HEART SECONDARY SCHOOL	TARAKESHWAR	110	3.1696583765664363
27122	निक मा.वि., डिल्लीवजार, गुर्जुमार्ग	27251	KAMANA INTERNATIONAL SECONDARY SCHOOL	DHUNGADHARA	1	0.49781817927818484
27143	कान्तिपुर क्याम्पस, थली	27335	AKASHDEEP ENGLISH SECONDARY SCHOOL	JORPATI	54	1.3941796871001821
27326	कुमुदिनी कुञ्ज मा.वि., भिममुक्तेश्वर	27080	CAPITAL HILL ACADEMY SECONDARY SCHOOL	TEKU	13	0.11481891137462867
27430	कंकाली मा वि, नैकाप	27067	LRI SECONDARY SCHOOL	KALANKISTHAN	41	2.3954728153841858
27043	जनमैत्री बहुमुखी क्याम्पस, कुलेश्वर	27362	KULESHWAR AWSIYA SECONDARY SCHOOL	KULESHWAR	100	0.13089749142397472
27043	जनमैत्री बहुमुखी क्याम्पस, कुलेश्वर	27319	GYANODAYA SECONDARY SCHOOL	BAFAL	77	1.123478864139906
27117	नेपाल मेघा क्याम्पस, बबरमहल	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	200	1.2491199017069217
27117	नेपाल मेघा क्याम्पस, बबरमहल	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	200	1.3917391826780539
27117	नेपाल मेघा क्याम्पस, बबरमहल	27101	KATHMANDU MODEL SECONDARY SCHOOL	BAGBAZAR	80	1.8927948800718117
27459	नन्दी रात्री माध्यमिक, नक्साल, काठमाडौं	27449	NANDI SECONDARY SCHOOL	NAXAL	15	0.023999816133212972
27459	नन्दी रात्री माध्यमिक, नक्साल, काठमाडौं	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	26	1.2555801873496841
27312	सिद्धि गणेश मा.वि, पकनाजोल	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	31	0.2413437905080972
27418	आशा मन्दिर ई.वो. स्कुल	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	63	1.3372959013241228
27266	ज्ञाननिकेतन मा.वि., शंखमूल	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	1	0.2667799755214089
27497	संस्कृति स्कूल, ठूलो भर्‍याङ, काठमाडौं	27165	RAINBOW INTERNATIONAL BOARDING SCHOOL	DALLU CHAUNI	6	0.11665206717243694
27262	गणेश मान सिंह बहुमुखी क्याम्पस, स्वयंभु	27135	RICHMOND ACADEMY SECONDARY SCHOOL	KALANKI	100	0.16381285798059017
27262	गणेश मान सिंह बहुमुखी क्याम्पस, स्वयंभु	27095	EDMARK ACADEMY SECONDARY SCHOOL	KALANKI	3	0.31334804453184195
27214	एभर ग्रीन इङ्गलीश मा.वि., साँखु	27041	ADARSHA SECONDARY SCHOOL	BHADRABAS	91	4.3105223822856775
27219	तक्षशिला एकेडेमी, सामाखुसी	27060	LINCOLN SECONDARY SCHOOL	GONGABU	100	0.41811518128893027
27219	तक्षशिला एकेडेमी, सामाखुसी	27271	ANGELS HEART SECONDARY SCHOOL	TARAKESHWAR	100	1.2660158880104766
27219	तक्षशिला एकेडेमी, सामाखुसी	27164	SHIVAPURI SECONDARY SCHOOL	MAHARJGUNJ	79	0.9544177946720687
27176	राजधानि क्याम्पस, बालाजु	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	1	0.23546959469738352
